,Title,IMDB id,Year,Rating,Genre,Top_cast
1000,Saudagar,tt0102844,1991,6.7,"Action, Drama, Romance","['Dilip KumarVeeru Singhâ€¦', 'Raaj Kumar', 'Vivek MushranVasu']"
1001,Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","['Simon PeggNandor Fodor', 'Minnie DriverAnne', 'Christopher LloydDr. Harry Price']"
1002,My Brother... Nikhil,tt0419992,2005,7.3,"Drama, Sport","['Sanjay SuriNikhil Kapoor', 'Juhi ChawlaAnamika ""Anu"" Kapoor', 'Purab KohliNigel De Costa']"
1003,Saajan Chale Sasural,tt0246905,1996,5.9,"Comedy, Drama","['GovindaShyamsunder', 'Karisma KapoorPooja(as Karishma Kapoor)', 'TabuDivya Khurana']"
1004,Madhumati,tt0050665,1958,7.8,"Fantasy, Musical, Mystery","['Dilip Kumar', 'VyjayanthimalaMadhumati', 'Johnny WalkerCharandas(as Johny Walker)']"
1005,Different,tt21097228,2024,7.5,Thriller,"['Sebastian StanEdward', 'Renate ReinsveIngrid', 'Adam PearsonOswald']"
1006,Disco Dancer,tt0208903,1982,6.4,"Drama, Musical, Romance","['Mithun ChakrabortyAnil a. k. a. Jimmy', 'KimRita Oberoi', 'Kalpana IyerNikki Brown']"
1007,Khamoshiyan,tt3886444,2015,4.0,"Drama, Horror, Romance","['Gurmeet ChoudharyJaidev', 'Ali FazalKabir', 'Sapna PabbiMeera']"
1008,Ajooba,tt0101283,1990,5.2,"Action, Adventure, Comedy","['Amitabh BachchanAjoobaâ€¦', 'Dimple KapadiaRukhsana Khan', 'Rishi KapoorHassan']"
1009,Maa Tujhhe Salaam,tt0307116,2002,3.7,"Action, Drama","['Sunny DeolMajor Pratap Singh', 'TabuCaptain Sonia Khanna', 'Arbaaz KhanAlbaksh']"
1010,Junglee,tt0055035,1961,7.0,"Comedy, Drama, Musical","['Shammi KapoorChandra Shekhar', ""Saira BanuRajkumari 'Raj'(as Saira Banoo)"", 'Shashikala JawalkarMala(as Shashi Kala)']"
1011,3G: A Killer Connection,tt2404519,2013,3.6,"Horror, Mystery, Sci-Fi","['Neil Nitin MukeshSam', 'Sonal ChauhanSheena', 'Mrinalini SharmaChaima']"
1012,Jodi Breakers,tt2191721,2012,3.7,"Comedy, Musical, Romance","['Bipasha BasuSonali', 'HelenMadonna', 'Pradeep Kharab']"
1013,I See You,tt6079516,2019,6.8,"Drama, Horror, Mystery","['Helen HuntJackie Harper', 'Jon TenneyGreg Harper', 'Owen TeagueAlec Travers']"
1014,Baaghi: A Rebel for Love,tt0099080,1990,5.9,"Action, Drama, Romance","['Salman KhanSaajan Sood', ""NagmaKajal 'Paro'"", 'Shakti KapoorDhanraj']"
1015,Ek Doctor Ki Maut,tt0345177,1990,8.3,"Biography, Drama","['Shabana AzmiSeema', 'Pankaj KapurDr. Dipankar Roy', 'Irrfan KhanAmulya']"
1016,Love Sonia,tt3823392,2018,7.4,Drama,"['Abhishek BharateAmar Kumar', 'Riya SisodiyaPreeti', 'Mrunal ThakurSonia']"
1017,First Rank,tt0154183,1990,4.5,"Action, Drama, Sport","['Dev AnandDIG Vikram Singh (Vicky)', 'Aamir KhanSunny', 'Ekta SohiniAarti Rani(as Ektaa)']"
1018,"The French, They Are a Funny Race",tt1017788,1960,7.7,"Comedy, Family","['Dwayne HickmanDobie Gillis', 'Bob DenverMaynard G. Krebs', 'Danielle AubryFrancoise Desjardins(as Daniele Aubrey)']"
1019,Jis Desh Mein Ganga Rehta Hain,tt0263491,2000,4.9,"Comedy, Crime, Drama","['GovindaGanga', 'Sonali BendreSaawni', 'Rinke KhannaTina']"
1020,Umrika,tt2614722,2015,6.6,"Comedy, Drama","['Aashish BhattArun', 'Uplaksh KochharBalwinder', 'Megh PantBhima']"
1021,Tum Bin II,tt5717110,2016,4.8,"Drama, Romance","['Neha SharmaTaran', 'Aditya SealShekar', 'Aashim GulatiAmar']"
1022,Sainik,tt0290839,1993,6.0,"Action, Drama, Romance","['Akshay KumarLieutenant Suraj Dutt', 'Ashwini BhaveAlka', 'FarheenMinni Dutt']"
1023,Aamdani Atthanni Kharcha Rupaiya,tt0305173,2001,4.8,"Comedy, Drama, Family","['GovindaBhimsha', 'Juhi ChawlaJhoomri', 'TabuMeena']"
1024,Armaan,tt0331851,2003,5.3,"Drama, Family, Romance","['Amitabh Bachchan', 'Anil Kapoor', 'Preity G ZintaSonia ']"
1025,Irada,tt6467738,2017,6.3,"Drama, Mystery, Thriller","['Naseeruddin ShahParabjeet Walia', 'Arshad WarsiArjun Mishra', 'Divya DuttaRamandeep Braitch']"
1026,Waqt,tt0059893,1965,7.6,"Drama, Romance","['Sunil Dutt', 'Sadhana Shivdasani', 'Raaj Kumar']"
1027,Rudraksh,tt0366985,2004,2.7,"Action, Fantasy, Sci-Fi","['Sanjay DuttVarun', 'Bipasha BasuDr. Gayetri', 'Suniel ShettyBhuria(as Sunil Shetty)']"
1028,Raakh,tt0290820,1989,7.1,"Action, Crime, Drama","['Aamir KhanAmir Hussein', 'Supriya PathakNita', 'Pankaj KapurInspector P.K']"
1029,Vishwatma,tt0130350,1992,6.5,"Action, Drama, Thriller","['Naseeruddin Shah', 'Sunny Deol', 'Chunky Pandey']"
1030,Ghulam-E-Musthafa,tt0185335,1997,6.7,"Action, Crime, Drama","['Nana PatekarGhulam -E- Musthafa', 'Raveena TandonKavita', ""Paresh RawalShanta Prasad 'Abba'""]"
1031,Samrat Prithviraj,tt9637132,2022,5.7,"Action, Drama, History","['Akshay KumarPrithviraj Chauhan', 'Sanjay DuttKaka Kanha', 'Manushi ChhillarSanyogita']"
1032,Mujhe Kucch Kehna Hai,tt0284328,2001,4.8,"Drama, Romance","['Tusshar KapoorKaran', 'Kareena KapoorPooja Saxena', 'Amrish PuriBalram Singh (Tau of Karan)']"
1033,Welcome 2 Karachi,tt4023852,2015,4.3,"Action, Comedy, War","['Arshad WarsiShammi Thakur', 'Jackky BhagnaniKedar Patel', 'Lauren GottliebShazia']"
1034,Maine Dil Tujhko Diya,tt0326600,2002,4.0,"Action, Romance","['Sohail KhanAjay', 'Sameera ReddyAyesha Verma', 'Sanjay DuttBhai-Jaan']"
1035,Barsaat,tt0112459,1995,5.5,"Action, Romance","['Bobby DeolBadal', 'Twinkle KhannaTina Oberoi', 'Raj BabbarDinesh Oberoi(as Raaj Babbar)']"
1036,Woh 7 Din,tt0086597,1983,7.5,"Drama, Romance","['Anil KapoorPrem Pratap', 'Padmini KolhapureMaya Anand', 'Naseeruddin ShahDr. Anand']"
1037,Silent Waters,tt0357283,2003,7.5,Drama,"['Kirron KherAyesha', 'Aamir Ali MalikSaleem(as Aamir Malik)', 'Navtej Singh JoharJaswant(as Navtej Johar)']"
1038,Chor Machaaye Shor,tt0331216,2002,4.3,"Action, Comedy","['Bobby DeolShyam Singh', 'Shilpa Shetty KundraKaajal R. Singh(as Shilpa Shetty)', 'Bipasha BasuInspector Ranjita']"
1039,Sorry Bhai!,tt1327833,2008,6.2,"Comedy, Drama, Romance","['Shabana AzmiGayatri N. Mathur', 'Boman IraniNavin Mathur', 'Sanjay SuriHarshvardhan N. Mathur']"
1040,Laadla,tt0187227,1994,5.8,"Drama, Family","['Anil KapoorRaj Verma (Raju)', 'SrideviSheetal Jetley', 'Raveena TandonKaajal']"
1041,Aksar 2,tt5784860,2017,3.6,"Crime, Drama, Mystery","['Zareen KhanSheena Roy(as Zarine Khan)', 'Gautam RodePatrick Sharma', 'Lillete DubeyDolly Khambata']"
1042,The Last Lear,tt1039969,2007,7.0,Drama,"[""Amitabh BachchanHarish 'Harry' Mishra"", 'Preity G ZintaShabnam(as Preity Zinta)', 'Arjun RampalSiddharth Kumar']"
1043,Wajah Tum Ho,tt5638474,2016,4.4,"Drama, Mystery, Romance","['Sharman JoshiKabir Deshmukh', 'Sana KhanSiya', 'Gurmeet ChoudharyRanbir Bajaj']"
1044,Haathi Mere Saathi,tt14852412,2021,6.3,"Action, Drama","['Bhuvan AroraAarav', 'Sheeba ChaddhaJudge', 'Rana DaggubatiBandev']"
1045,Mirch Masala,tt0089599,1986,7.7,"Drama, Thriller","['Smita PatilSonbai', 'Naseeruddin ShahSubedar', 'Om PuriChowkidar Abu Miya']"
1046,Jungle,tt0251756,2000,6.1,"Action, Adventure, Romance","['Suniel Shetty', 'Fardeen Khan', 'Urmila Matondkar']"
1047,Yeshwant,tt0250122,1997,7.2,"Action, Crime, Drama","['Nana PatekarInspector Yeshwant Lohar', 'MadhooRagini Y. Lohar', 'Atul AgnihotriInspector John Frank']"
1048,Bangistan,tt3422462,2015,4.5,"Comedy, Drama","['Jacqueline FernandezRosie', 'Michalina OlszanskaWelcome Girl', 'Riteish DeshmukhHafeez']"
1049,Dil Kya Kare,tt0216707,1999,5.1,"Drama, Musical, Romance","['Ajay DevgnAnand Kishore', 'Mahima ChaudhryKavita Kishore(as Mahima Chaudhary)', 'KajolNandita Rai']"
1050,Kareeb,tt0216707,1999,5.1,"Drama, Musical, Romance","['Ajay DevgnAnand Kishore', 'Mahima ChaudhryKavita Kishore(as Mahima Chaudhary)', 'KajolNandita Rai']"
1051,Shikhar,tt0475627,2005,5.1,Drama,"[""Ajay DevgnGaurav 'G.G.' Gupta"", 'Shahid KapoorJaidev S. Vardhan', 'Bipasha BasuNatasha']"
1052,Where's the Party Yaar?,tt0306228,2003,5.0,Comedy,"['Diwakar Pathak', 'Sunil Malhotra', 'Indravadan Tridevi']"
1053,Shirin Farhad Ki Toh Nikal Padi,tt2187972,2012,4.5,Romance,"Freny bhagat, Dinyar Contractor, Nauheed Cyrusi"
1054,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,tt1179781,2012,4.5,Romance,"['Freny BhagatNurse', 'Dinyar Contractor', 'Nauheed Cyrusi']"
1055,Haseena,tt6512784,2008,3.5,"Action, Adventure, Drama","['Vivek OberoiRizwan Khan', 'Zayed KhanVikas Sagar', 'Shriya SaranAnjali V. Sagarâ€¦']"
1056,Happy Phirr Bhag Jayegi,tt7881542,2017,6.2,"Biography, Crime, Drama","['Shraddha KapoorHaseena Parkar', 'Ankur BhatiaIbrahim Parkar', 'Siddhant KapoorDawood Ibrahim Kaskar']"
1057,Bombay to Goa,tt0068305,2018,4.5,Comedy,"[""Sonakshi Sinha"", ""Diana Penty"", 'Jimmy ShergillDaman']"
1058,Bhaji on the Beach,tt0106408,1972,6.7,"Action, Adventure, Comedy","['MehmoodBus Conductor Khanna(as Mahmood)', 'Aruna IraniMala', 'Amitabh BachchanRavi Kumar']"
1059,Naya Daur,tt0050758,1993,6.4,"Adventure, Comedy, Drama","['Kim VithanaGinder', 'Jimmi HarkishinRanjit', 'Sarita KhajuriaHashida']"
1060,Bomb the System,tt0337585,1957,7.9,"Action, Drama, Musical","['Dilip KumarShankar', 'VyjayanthimalaRajni', 'Ajit KhanKrishna(as A j i t)']"
1061,Striker,tt0094060,2002,6.4,"Action, Drama","[""Mark Webber"", ""Jade Scott "", 'Jaclyn DeSantis']"
1062,Teesri Manzil,tt0061073,1988,4.5,"Action, Drama","['Frank ZagarinoJohn Slade', 'Melonee RodgersMarta', 'John SteinerKariasin']"
1063,Meri Jung,tt0084324,1966,7.5,"Comedy, Musical, Mystery","[""Shammi KapoorAnil Kumar Sona 'Rocky'"", 'Asha ParekhSunita', ""Raj MehraShankardayal - Sunita's Father""]"
1064,Swarg,tt0320661,1985,7.2,"Action, Drama","['Anil KapoorArun Verma', 'Girish KarnadDeepak Verma', 'NutanAarti']"
1065,Vodka Diaries,tt6275262,2005,7.3,"Action, Adventure, Drama","['Orlando BloomBalian de Ibelin', 'Eva GreenSibylla', 'Liam NeesonGodfrey de Ibelin']"
1066,Katha,tt14914988,2018,5.6,"Mystery, Thriller","['Kay Kay MenonACP Ashwini Dixitâ€¦', 'Raima SenRoshni Banerjee', 'Mandira BediShikha Dixit']"
1067,Train of the Dead,tt24588360,2023,6.7,"Comedy, Drama, Musical","['Kartik AaryanSatyaprem Panchal', 'Kiara AdvaniKatha Kapadia', 'Supriya PathakDiwali Panchal']"
1068,Dillagi,tt0225515,1999,5.3,"Drama, Musical, Romance","Sunny Deol, Bobby Deol, Urmila Matondkar"
1069,Shaadi Karke Phas Gaya Yaar,tt0430589,1999,5.3,"Drama, Musical, Romance","['Sunny DeolRanvir', 'Bobby DeolRajvirâ€¦', 'Urmila MatondkarShalini']"
1070,Love,tt3774694,2006,4.0,"Comedy, Drama, Romance","['Salman KhanAyaan', 'Shilpa Shetty KundraAhana(as Shilpa Shetty)', ""Reema LagooAyaan's mom""]"
1071,Barah Aana,tt1202517,2015,6.1,"Drama, Romance","['Aomi MuyockElectra', 'Karl GlusmanMurphy', 'Klara KristinOmi']"
1072,Sapoot,tt0135641,2009,6.7,"Comedy, Crime, Drama","['Naseeruddin ShahKedar Shukla', 'Vijay RaazYadav', 'Arjun MathurAman']"
1073,Fugly,tt0960141,1996,5.2,"Action, Crime, Drama","['Akshay KumarPrem Singhania', 'Suniel ShettyRaj Singhania(as Sunil Shetty)', 'Karisma KapoorPooja']"
1074,Love Breakups Zindagi,tt1877691,2007,5.2,Comedy,"['Nikki CoxCrystal Stump', 'Troy GentileNathan', 'Nate HadenFantasy Husband']"
1075,The Killer,tt1136617,2011,5.8,"Comedy, Drama, Romance","['Zayed KhanJai Malhotra', 'Dia MirzaNaina Kapoor(as Diya Mirza)', 'Cyrus SahukarGovind']"
1076,Zid,tt4228746,2023,6.7,"Action, Adventure, Crime","['Michael FassbenderThe Killer', 'Tilda SwintonThe Expert', 'Charles ParnellThe Lawyer - Hodges']"
1077,Banjo,tt0154203,2014,4.5,"Crime, Romance, Thriller","['Mannara ChopraMaya(as Mannara)', 'Karanvir SharmaRonnie', 'Shraddha DasPriya']"
1078,Main Aisa Hi Hoon,tt0444874,1979,6.5,"Animation, Comedy, Family","['Scatman CrothersCrazy Legs(voice)', 'Beah RichardsZazu(voice)', 'Sparky MarcusBanjo(voice)']"
1079,Dishkiyaoon,tt3539966,2005,4.9,"Drama, Family, Musical","['Ajay DevgnIndraneel ""Neel"" Thakur', 'Sushmita SenAdvocate Niti Sinha', 'Esha DeolMaya D. Trivedi']"
1080,Naksha,tt0813540,2014,5.2,"Action, Thriller","['Krishna AgarwalDrug Dealer', 'Harman BawejaViki Kartoos', 'Harsh ChhayaParikh']"
1081,Netaji Subhas Chandra Bose: The Forgotten Hero,tt0349878,2006,3.5,"Action, Adventure, Fantasy","['Sunny DeolVeer K. Malhotra', 'Vivek OberoiVicky K.Malhotra', 'Sameera ReddyRiya']"
1082,Firangi,tt7549484,2005,7.6,"Biography, Drama, History","['Vinay Anand', 'Ila ArunRanu', 'Pankaj BerryAabid Khan']"
1083,Religion,tt0098185,2017,4.2,"Comedy, Drama","['Kapil SharmaMangat Ramâ€¦', 'Ishita DuttaSargi', 'Monica GillPrincess Shyamali Devi']"
1084,Aetbaar,tt0377340,1989,3.7,"Comedy, Drama","['Jonathan PennerMorris Codman', 'Gerald OrangeIan Clarity', 'Sandra BullockDebby Cosgrove']"
1085,Sanam Bewafa,tt0102835,2004,4.7,"Action, Drama, Musical","['Amitabh BachchanDr. Ranveer Malhotra', 'John AbrahamAryan Trivedi', 'Bipasha BasuRia Malhotra']"
1086,Baton Baton Mein,tt0157339,1991,5.2,"Drama, Romance","['Salman KhanSalman Khan', 'ChandniRuksar Khan', 'KanchanKanchan']"
1087,Khoon Bhari Maang,tt28285644,1979,7.5,"Comedy, Romance","['Amol Palekar', 'Tina AmbaniNancy', 'Govardhan Asrani']"
1089,Umrao Jaan,tt0083248,2013,7.2,"Crime, Drama, Mystery","['Nikolaj Lie Kaas', 'Per Scheel ', 'Troels LybyHardy ']"
1090,Family of Thakurganj,tt8897986,1981,7.7,"Drama, Musical, Romance","['RekhaAmiran', 'Farooq Shaikh', 'Naseeruddin ']"
1091,Suhaag,tt0111308,1994,5.7,"Action, Comedy, Drama","['Ajay Devgn', 'Akshay Kumar', 'Karisma Kapoor']"
1092,C Kkompany,tt1170399,2008,5.5,"Comedy, Drama, Thriller","[""Tusshar Kapoor"", ""Anupam Kher"", 'Rajpal Naurang Yadav']"
1093,Blood Money,tt18413548,2023,7.7,"Biography, Crime, Drama","['Vincent Lindon', 'Niels Schneiderja', 'Ramzy Bedia']"
1094,Yamla Pagla Deewana Phir Se...,tt7609114,2018,4.4,"Action, Comedy, Drama","['DharmendraJeet Parmar', 'Sunny DeolPuran', 'Bobby DeolKala']"
1095,Saare Jahaan Se Mehnga...,tt2857500,2013,7.0,"Comedy, Drama","['Annapoorna', 'V.M. Badola', 'Rampal Barsewal']"
1096,Satya 2,tt3059106,2013,5.8,"Action, Crime, Drama","['Puneet Singh ', 'SharwanandSatya ', 'Anaika SotiChitra']"
1097,Deewana Mujh Sa Nahin,tt0101742,1990,5.0,"Romance, Comedy, Drama","['Aamir KhanAjay Sharma', 'Madhuri DixitAnita', 'KushbooSonu']"
1098,The Gay Deceivers,tt0064363,1969,5.8,Comedy,"['Kevin Coughlin', 'Brooke Bundy', 'Lawrence P. CaseyElliot ']"
