,Title,IMDB id,Year,Rating,Genre,Top_cast
527,Ghayal,tt3302962,1990,7.7,"Action, Crime, Drama","['Sunny DeolAjay Mehra', 'Amrish PuriBalwant Rai', 'Meenakshi SheshadriVarsha Bharti(as Meenakshi Seshadri)']"
528,Fiza,tt0099652,2000,6.0,"Crime, Drama, Romance","['Karisma KapoorFiza Ikramullah', 'Hrithik RoshanAmaan Ikramullah', 'Jaya BachchanNishatbi Ikramullah']"
529,Saheb Biwi Aur Gangster Returns,tt0248012,2013,6.7,"Action, Crime, Drama","['Jimmy ShergillAditya Pratap Singh', 'Mahie GillMadhavi Devi', 'Irrfan KhanIndarjeet Singh']"
530,Aiyaary,tt2362778,2018,5.3,"Action, Crime, Drama","['Sidharth MalhotraMajor Jai Bakshi', 'Manoj BajpayeeColonel Abhay Singh', 'Rakul Preet SinghHacker Sonia Gupta']"
531,Dil Bole Hadippa,tt6774212,2007,4.7,"Comedy,Drama, Sport, Romance","Shahid Kapoor, Rani Mukerji, Anupam Kher"
532,Bullett Raja,tt1202540,2013,4.9,"Action, Crime, Drama","['Saif Ali KhanRaja Misra', 'Sonakshi SinhaMitali', ""Vidyut JammwalArun Singh 'Munna'(as Vidyut Jamwal)""]"
533,Kyaa Super Kool Hain Hum,tt2551378,2012,5.0,Comedy,"['Riteish DeshmukhSid(as Ritesh Deshmukh)', 'Tusshar KapoorAdi', 'Neha SharmaSimran']"
534,Hello Brother,tt2027138,1999,4.7,"Action, Comedy, Fantasy","['Salman KhanHero', 'Rani MukerjiRani', 'Arbaaz KhanInspector Vishal']"
535,Bewakoofiyaan,tt0233856,2014,5.5,"Comedy, Drama, Romance","['Ayushmann KhurranaMohit Chaddha', 'Sonam KapoorMayera Sehgal', 'Rishi KapoorV.K. Sehgal']"
536,Ram Jaane,tt3483646,1995,5.4,"Action, Crime, Drama","['Shah Rukh KhanRam Jaane', 'Juhi ChawlaBela', 'Vivek MushranMurli']"
537,Murder,tt0114231,2004,5.5,"Drama, Romance, Thriller","Mallika Sherawat, Ashmit Patel, Emraan Hashmi"
538,Rangoon,tt28642796,2017,5.6,"Action, Drama, History","['Kangana RanautJulia', 'Shahid KapoorNawab Malik', 'Saif Ali KhanRusi Billimoria']"
539,Dil Toh Baccha Hai Ji,tt4909752,2011,5.9,"Comedy, Drama, Romance","['Ajay DevgnNaren Ahuja', 'Emraan HashmiAbhay Suri', 'Omi VaidyaMilind Kelkar']"
540,Zanjeer,tt1727496,1973,7.5,"Action, Crime, Drama","['Amitabh BachchanInsp. Vijay Khanna', 'Jaya BachchanMala(as Jaya Bhaduri)', 'Pran SikandSher Khan(as Pran)']"
541,The Caine Mutiny Court-Martial,tt0070947,2023,6.8,"Drama, War","['Kiefer SutherlandQueeg', 'Jason ClarkeGreenwald', 'Jake LacyMaryk']"
542,OK Jaanu,tt24249946,2017,5.2,"Drama, Romance","['Aditya Roy KapoorAditya', 'Shraddha KapoorTara', 'Naseeruddin ShahGopi Shrivastava']"
543,God Tussi Great Ho,tt5764024,2008,3.7,"Comedy, Drama, Fantasy","['Amitabh BachchanGod', 'Salman KhanArun Prajapati (A. P.)', 'Priyanka Chopra JonasAlia Kapoor(as Priyanka Chopra)']"
544,Kyon Ki...,tt0476550,2005,5.5,"Drama, Romance","['Salman KhanAnand', 'Kareena KapoorDr. Tanvi Khurana', 'Rimi SenMaya']"
545,Jattu Engineer,tt0451787,2017,6.2,Comedy,"['Gaurav InsanVillager', 'Gaurav MahaurVillager', 'Muntazir Ahmad']"
546,Judgementall Hai Kya,tt6642396,2019,6.0,"Comedy, Drama, Thriller, Mystery","Kangana Ranaut, Rajkummar Rao, Amyra Dastur  "
547,Meri Pyaari Bindu,tt5472374,2017,6.0,"Comedy, Drama, Romance","['Ayushmann KhurranaAbhimanyu Roy', 'Parineeti ChopraBindu Shankarnarayanan', 'Amrita BagchiMaulshree']"
548,Chhoti Si Baat,tt0072777,1976,8.3,"Comedy, Romance","['Ashok KumarCol. Julius Nagendranath Wilfred Singh', 'Vidya SinhaPrabha Narayan', 'Amol PalekarArun Pradeep']"
549,Gori Tere Pyaar Mein!,tt2275794,2013,4.9,"Comedy, Drama, Romance","['Imran KhanSriram Venkat', 'Kareena KapoorDia Sharma(as Kareena Kapoor Khan)', ""Sujata KumarSriram's mother""]"
550,Hate Story,tt2309987,2012,5.3,"Drama, Thriller","['Nikhil DwivediVicky', 'Gulshan DevaiahSiddharth Dhanrajgir', 'Paoli DamKaavya Krishna']"
551,Shor in the City,tt1916728,2010,7.2,"Crime, Drama","['Tusshar KapoorTilak', 'Sendhil RamamurthyAbhay', 'Nikhil DwivediRamesh']"
552,Bawarchi,tt0068257,1972,8.1,"Comedy, Musical, Drama","['Rajesh KhannaRaghu (Bawarchi)', 'Jaya BachchanKrishna Sharna(as Jaya Bhaduri)', 'Usha KiranShobha Sharma']"
553,B.A. Pass,tt2408040,2012,6.4,"Crime, Drama, Thriller","['Shadab KamalMukesh', 'Shilpa ShuklaSarika', 'Rajesh SharmaMr. Khanna']"
554,Ungli,tt2392447,2014,5.8,"Crime, Drama, Thriller","['Sanjay DuttInspector Ashok Kale', 'Emraan HashmiNikhil', 'Kangana RanautMaya']"
555,Masoom,tt0085913,1983,8.4,"Drama, Family","['Naseeruddin ShahD.K. Malhotra (DK)', 'Shabana AzmiIndu D. Malhotra', 'Jugal HansrajRahul D. Malhotra']"
556,I Am Kalam,tt1805263,2010,7.9,"Comedy, Drama, Family","Gulshan Grover, Harsh mayar, Pitobash"
557,Awaara,tt0043306,1951,7.8,"Drama, Musical, Romance","['Raj KapoorRaj Raghunath', 'NargisRita', 'Prithviraj KapoorJustice Raghunath(as Prithviraj)']"
558,Phillauri,tt5502766,2017,6.1,"Comedy, Drama, Fantasy","['Anushka SharmaShashi', 'Diljit DosanjhRoop Lal Phillauri', 'Suraj SharmaKanan']"
559,A Flying Jatt,tt5235880,2016,3.1,"Action, Adventure, Comedy","['Tiger ShroffAman Dhillon (Flying Jatt)', 'Jacqueline FernandezKirti', 'Nathan JonesRaka']"
560,Filmistaan,tt2417560,2012,7.3,Comedy,"['Sharib HashmiSunny', 'InaamulhaqAftaab', 'Kumud MishraMehmood']"
561,Haraamkhor,tt2361746,2015,6.3,"Drama, Romance","['Nawazuddin SiddiquiShyam Tekchand', 'Shweta TripathiSandhya', 'Trimala AdhikariSunita']"
562,Happy Ending,tt21087084,2023,5.4,"Comedy, Romance","[""Denise AznamLuna's boss"", 'Claire BenderTirza', 'Kanea BloklandBike flirter']"
563,Pride and Honour,tt0415003,2004,5.6,"Action, Crime, Drama","['Salman KhanACP Arjun Ranavat', 'Shilpa Shetty KundraJannat(as Shilpa Shetty)', 'Arbaaz KhanACP Haider Ali Khan']"
564,Ramaiya Vastavaiya,tt2357926,2013,5.7,"Action, Drama, Romance","['Shruti HaasanSona(as Shruti K. Haasan)', 'Girish TauraniRam', ""Sonu SoodRaghuveer, Sona's elder brother""]"
565,Rainbow,tt4088588,2015,7.8,"Comedy, Drama","['Hetal GadaPari', 'Krrish ChhabriaChotu', 'Vipin SharmaDungaram']"
566,Mubarakan,tt6272828,2017,5.6,"Comedy, romance","Arjun Kapoor, Anil Kapoore, Ileana D'Cruz"
567,Double Dhamaal,tt1728239,2011,3.9,"Comedy, Crime, Drama","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi  "
568,Kaun?,tt0195002,1999,7.8,"Mystery, Thriller","[""Urmila MatondkarMa'am"", 'Manoj BajpayeeSameer A. Purnavale(as Manoj Bajpai)', 'Sushant SinghQureshi']"
569,Margarita with a Straw,tt2929690,2014,7.2,Drama,"['Kalki KoechlinLaila', 'RevathiShubhangini(as Revathy)â€¦', 'Sayani GuptaKhanum']"
570,Yaadein...,tt0248617,2001,4.2,"Musical, Drama, Romance","['Hrithik RoshanRonit Malhotra', 'Jackie ShroffRaj Singh Puri', 'Kareena KapoorIsha Singh Puri']"
571,Jazbaa,tt4323504,2015,5.7,"Action, Crime, Drama","['Aishwarya Rai BachchanAnuradha Verma', 'Irrfan KhanYohaan', 'Shabana AzmiGarima Chaudhary']"
572,Bhoot,tt0341266,2003,6.4,"Horror, Mystery, Thriller","['Ajay DevgnVishal', 'Urmila MatondkarSwati', 'Nana PatekarInspector Liyaqat Qureshi']"
573,Zinda,tt0488906,2006,4.9,"Action, Drama, Mystery","[""Sanjay DuttBalajit 'Bala' Roy"", 'John AbrahamRohit Chopra', 'Lara DuttaJenny Singh Sarji']"
574,Lucky: No Time for Love,tt0449306,2005,4.6,"Musical, Drama, Romance","['Salman KhanAditya ""Adi"" Sekhri', 'Sneha UllalLucky Negi', 'Mithun ChakrabortyRetd. Colonel Pindi Das Kapoor']"
575,Aakrosh,tt1708453,2010,7.0,"Action, Crime, Drama","['Ajay DevgnPratap Kumar', 'Akshaye KhannaSiddhant Chaturvedi', 'Bipasha BasuGeeta']"
576,Eklavya: The Royal Guard,tt0459605,2007,6.0,"Action, Drama, Mystery","['Amitabh BachchanEklavya', 'Saif Ali KhanPrince Harshwardhan', 'Sanjay DuttDSP Pannalal Chohaar']"
577,1942: A Love Story,tt0109010,1994,7.2,"Action, Drama, History","['Anil KapoorNarendra Singh', 'Jackie ShroffShubhankar', 'Manisha KoiralaRajeshwari Pathak']"
578,Raaz: The Mystery Continues,tt1340838,2009,5.7,"Horror, Mystery, Romance","['Kangana RanautNandita Chopra', 'Adhyayan SumanYash Dayal', 'Emraan HashmiPrithvi Singh']"
579,Pushpaka Vimana,tt0251355,1987,8.6,"Comedy, Drama","['Kamal HaasanUnemployed graduate', ""Amala AkkineniMagician's daughter(as Amala)"", 'Tinnu AnandKiller']"
580,Humsafar,tt2403201,1953,9.0,"Drama, Romance","Chetan Anand, Dev Anand, kalpana Kartik"
581,Kyaa Kool Hai Hum,tt0456500,2005,6.1,"Comedy, Mystery","['Tusshar KapoorRahul', 'Riteish DeshmukhKaran Pandey(as Ritesh Deshmukh)', 'Isha KoppikarUrmila Martodkar']"
582,Action Jackson,tt0094612,1988,5.5,"Action, Comedy, Crime","['Carl WeathersDet. Jericho Jackson', 'Craig T. NelsonPeter Dellaplane', 'VanitySydney Ash']"
583,Manto,tt6923462,2018,7.3,"Biography, Drama","['Nawazuddin SiddiquiSaadat Hasan Manto', 'Rasika DugalSafia', 'Tahir Raj BhasinShyam']"
584,Pataakha,tt8396128,2018,7.2,"Action, Comedy, Drama","[""Sanya MalhotraGenda Kumari 'Chhutki'"", ""Radhika MadanChampa Kumari 'Badki'"", 'Sunil GroverDipper Narad Muni']"
585,Kabul Express,tt0770214,2006,6.8,"Adventure, Comedy, Drama","['John AbrahamSuhel Khan', 'Arshad WarsiJai Kapoor', ""Salman ShahidImran 'Talib' Khan Afridiâ€¦""]"
586,Welcome to Sajjanpur,tt1221139,2008,6.9,"Comedy, Drama","['Shreyas TalpadeMahadev', 'Amrita RaoKamala', 'Ravi KishanRamkumar']"
587,Tum Bin II,tt5717110,2016,4.8,"Drama, Romance","['Neha SharmaTaran', 'Aditya SealShekar', 'Aashim GulatiAmar']"
588,Chakravyuh,tt2292625,2012,6.8,"Action, Drama, Thriller","['Manoj BajpayeeRajan(as Manoj Bajpai)', 'Om PuriGovind Suryavanshi', 'Kabir BediPrashanth Mahanta']"
589,Dus,tt0415768,2005,5.5,"Action, Crime, Drama","['Sanjay DuttSiddanth Dheer', ""Suniel ShettyDanish 'Dan'(as Sunil Shetty)"", 'Abhishek BachchanShashank Dheer']"
590,Jhoom Barabar Jhoom,tt0833476,2007,3.7,"Comedy, Drama, Musical","[""Abhishek BachchanRakesh 'Ricky' Thakral"", 'Preity G ZintaAlvira Khan(as Preity Zinta)', ""Bobby DeolSatvinder 'Steve' Singh""]"
591,Pyaar Ke Side Effects,tt0480572,2006,6.8,"Comedy, Drama, Romance","['Rahul BoseSiddharth Bose', 'Mallika SherawatTrisha Mallick', 'Ranvir ShoreyNanoo(as Ranvir Sheorey)']"
592,Ghatak: Lethal,tt0116407,1996,7.5,"Action, Drama","['Sunny DeolKashi Nath', 'Meenakshi SheshadriGauri(as Meenakshi Seshadri)', 'Danny DenzongpaKatya']"
593,Baabul,tt0419468,2006,5.4,"Drama, Family, Romance","['Amitabh BachchanBalraj Kapoor', ""Salman KhanAvinash 'Avi' B. Kapoor"", 'Hema MaliniShobhna B. Kapoor']"
594,Pyaar Impossible,tt1351224,2010,4.9,"Comedy, Romance","['Priyanka Chopra JonasAlisha Merchant(as Priyanka Chopra)', ""Anupam KherAbhay's father"", 'Jugal HansrajShowroom Manager']"
595,Chalo Dilli,tt1884268,2011,6.8,"Comedy, Drama","Vinay Pathak, Lara Dutta, Yana Gupta"
596,Shiva,tt0831816,2006,4.0,"Action, Comedy, Drama","Mohit Ahlawat, Priyanka Kothari, Pinod Jaywant"
597,Parinda,tt0102636,1989,7.8,"Action, Drama, Crime, Romance","Jackie Shroff, Anil Kapoor, Nana Patekar"
598,Satte Pe Satta,tt0084630,1982,7.2,"Action, Comedy, Drama","['Amitabh BachchanRavi Anandâ€¦', 'Hema MaliniIndu R. Anand', 'Ranjeeta KaurSeema Singh']"
599,The Chess Players,tt0076696,1977,7.5,"Comedy, Drama, History","Sanjeev Kumar, Saeed Jaffrey, Shabana Azmi "
600,F.A.L.T.U,tt1667076,2011,4.8,"Comedy, Drama","Arshad Warsi, Riteish Deshmukh, Jackky Bhagnani"
601,Tevar,tt3398048,2015,4.2,"Action, Drama, Romance","['Arjun KapoorPintoo Shukla', 'Sonakshi SinhaRadhika Mishra', 'Manoj BajpayeeGajendar Singh']"
602,Jaani Dushman: Ek Anokhi Kahani,tt0326983,2002,2.7,"Fantasy, Horror, Action, Thriller","Sunny Deol, Arman Kohli, Manisha Koirala"
603,Ekk Deewana Tha,tt2126282,2012,6.1,"Drama, Romance","['Prateik Patil BabbarSachin(as Prateik)', 'Amy JacksonJessie Thekekuttu', 'Sachin KhedekarMr. Kulkarni']"
604,Darna Mana Hai,tt0349333,2003,6.3,Horror,"['Saif Ali KhanAnil Manchandani', 'Boman IraniHotel owner', 'Nana PatekarJohn Rodrigues']"
605,Humraaz,tt0326576,2002,6.4,"Romance, Thriller","['Bobby DeolRaj Singhania', 'Akshaye KhannaKaran Malhotra', 'Ameesha PatelPriya(as Amisha Patel)']"
606,Total Chaos,tt2727028,2014,5.0,"Comedy, Drama, Romance","['Ali ZafarAman', 'Yami GautamAsha', ""Anupam KherAsha's Father""]"
607,Dulhan Hum Le Jayenge,tt0247992,2000,5.1,"Comedy, Drama, Romance","['Salman KhanRaja Oberoi', 'Karisma KapoorSapna(as Karishma Kapoor)', 'Om PuriBhola Nath']"
608,Damini,tt0107311,1993,7.8,"Crime, Drama","['Meenakshi SheshadriDamini Gupta', 'Rishi KapoorShekhar Gupta', 'Sunny DeolAdvocate Govind Srivastav']"
609,Aaja Nachle,tt6405126,2007,6.2,"Drama, Family, Music","['Madhuri DixitDia Srivastav', 'Darshan JariwalaGuru Makarand(as Darshan Zariwala)', 'Raghubir YadavDoctor(as Raghuvir Yadav)']"
610,Sadma,tt0086230,1983,8.3,"Drama, Romance","[""Kamal HaasanK. Somprakash 'Somu'"", ""SrideviNehalata Malhotra 'Reshmi'"", 'Gulshan GroverBalua']"
611,Khalnayak,tt5542802,1993,7.1,"Action, Adventure, Crime","[""Sanjay DuttBalaram Prasad 'Ballu'"", 'Madhuri DixitGanga (Gangotri Devi)', 'Jackie ShroffInspector Ram Kumar Sinha']"
612,Simran,tt3848888,2017,5.2,"Crime, Drama, Thriller","['Kangana RanautPraful Patel', 'Sohum ShahSameer', 'Esha TewariSalma']"
613,Zakhm,tt0363409,1998,7.9,Drama,"['Ajay DevgnAjay', 'Pooja BhattMrs. Desai', 'Nagarjuna AkkineniRaman Desai']"
614,Raabta,tt5542802,2017,4.7,"Action,Drama,Fantasy,Romance,Thriller","Kriti Sanon, Deepika Padukone, Rajkummar Rao"
615,The Shaukeens,tt1099196,2014,4.8,Comedy,"['Akshay KumarAkshay Kumar', 'Lisa HaydonAhana', 'Anupam KherLalivani']"
616,Aan: Men at Work,tt4262516,2004,5.8,"Action, Crime, Drama","['Akshay KumarDCP Hari Om Patnaik', 'Shatrughan SinhaSr. Inspector Vikram Singh', 'Suniel ShettySub. Insp. Appa Kadam Naik(as Sunil Shetty)']"
617,Chal Mere Bhai,tt0106655,2000,4.7,"Comedy, Romance","['Sanjay DuttVicky Oberoi', 'Salman KhanPrem Oberoi', 'Karisma KapoorSapna Mehra']"
618,Dil Dosti Etc,tt0986213,2007,6.9,"Comedy, Crime, Drama","['Imaaduddin ShahApurv(as Imaad Shah)', 'Shreyas TalpadeSanjay Mishra', 'Smriti MishraVaishali']"
619,Sanam Re,tt0086230,2016,3.2,"Drama, Romance","['Rishi KapoorDadu', 'Pulkit SamratAkash', 'Yami GautamShruti']"
620,Pyaar To Hona Hi Tha,tt0173081,1998,6.6,"Comedy, Drama, Romance","['Ajay DevgnShekhar', 'KajolSanjana', 'Bijay AnandRahul Bajaj']"
621,Nandor Fodor and the Talking Mongoose,tt19838620,2023,5.4,"Comedy, Mystery","['Simon PeggNandor Fodor', 'Minnie DriverAnne', 'Christopher LloydDr. Harry Price']"
622,Bbuddah... Hoga Terra Baap,tt1869296,2011,5.6,"Action, Comedy, Crime","[""Amitabh BachchanVijju 'Bbuddah'"", 'Hema MaliniSita Malhotra', 'Sonu SoodACP Karan Malhotra']"
623,King Uncle,tt0107321,1993,5.2,"Comedy, Drama, Family","['Jackie ShroffAshok Bansal', 'Shah Rukh KhanAnil Bansal', 'NagmaKavita']"
624,Chance Pe Dance,tt1392744,2010,4.8,"Comedy, Drama, Music","['Shahid KapoorSameer Behl', 'Genelia DeshmukhTina Sharma(as Genelia)', 'Mohnish BehlRajeev Sharma']"
625,Na Tum Jaano Na Hum,tt0248216,2002,4.9,"Comedy, Drama, Musical","['Hrithik RoshanRahul Sharma', 'Saif Ali KhanAkshay Kapoor', 'Esha DeolEsha Malhora']"
626,Haseena Maan Jaayegi,tt0267548,1999,6.3,"Action, Comedy, Romance","['Sanjay DuttSonu', 'GovindaMonu', 'Karisma KapoorRitu Verma']"
627,Katti Batti,tt4467262,2015,4.7,"Comedy, Drama, Romance","['Imran KhanMadhav Kabraâ€¦', 'Kangana RanautPayal', 'Abhishek SahaVinay']"
628,Dolly Ki Doli,tt4332114,2015,4.6,"Comedy, Romance","['Malaika AroraDancer in Fashion Khatam song', 'Karan AsharGujarati guy in Title Track', 'Mohd. Zeeshan Ayyub']"
629,Aladin,tt8641078,1993,2.9,"Animation, Family, Fantasy","['Armin DrogatSultanâ€¦', 'Rainer Maria EhrhardtNarrator(as R.M. Ehrhardt)', 'Georg FeilsGenie of the Lamp']"
630,Dilwale,tt4535650,2015,5.1,"Action, Comedy, Drama","['Shah Rukh KhanRajâ€¦', 'KajolMeera Malik', 'Varun DhawanVeer']"
631,Long Live Brij Mohan,tt19989280,2017,6.5,"Comedy, Crimw, Drama","Arjun Mathur, Nidhi Singh, Sheetal Thakur"
632,99 Moons,tt13149356,2022,5.1,Drama,"['Valentina Di PaceBigna', 'Dominik FellmannFrank', 'Danny ExnarGeorg']"
633,Ragini MMS 2,tt2609218,2014,3.9,Horror,"['Sunny LeoneSunny', 'Saahil PremSatya(as Sahil Prem)', 'Parvin DabasRocks']"
634,Apne,tt0814014,2007,6.1,"Action, Drama, Sport","['DharmendraBaldev Singh Choudhary', 'Sunny DeolAngad B. Singh Choudhary', 'Bobby DeolKaran B. Singh Choudhary']"
635,Being Cyrus,tt0412308,2005,7.1,"Drama, Thriller","['Naseeruddin ShahDinshaw Sethna', 'Dimple KapadiaKaty Sethna', 'Saif Ali KhanCyrus Mistry']"
636,Me and Mrs. Khanna,tt1174041,2009,3.4,"Comedy, Drama, Romance","Salman Khan, Kareena Kapoor, Sohail Khan"
637,Raaz,tt0307873,2002,6.6,"Drama, Horror, Musical","['Dino MoreaAditya Dhanraj', 'Bipasha BasuSanjana Dhanraj', 'Malini SharmaMalini (evil spirit)']"
638,Mickey Virus,tt2796318,2013,6.1,"Comedy, Thriller","['Maniesh PaulMickey Virus(as Manish Paul)', 'Dean AlexandrouHacker', 'Elli AvrramKamayani George(as Elli Avram)']"
639,Chaahat,tt12826720,1996,5.5,"Drama, Romance","Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt"
640,Sulemani Keeda,tt2679480,2014,7.0,"Comedy, Romance","['Naveen KasturiaDulal', 'Mayank TewariMainak', 'Aditi VasudevRuma']"
641,What's Your Raashee?,tt1242530,2009,4.8,"Comedy, Drama, Romance","['Harman BawejaYogesh B. Patel', 'Priyanka Chopra JonasAnjali(as Priyanka Chopra)â€¦', 'Anjan SrivastavBharatbhai Patel']"
642,Khamoshi the Musical,tt0116763,1996,7.5,"Drama, Musical, Romance","['Manisha KoiralaAnnie', 'Nana PatekarJoseph', 'Salman KhanRaj']"
643,Phobia,tt0081334,1980,4.2,"Drama, Horror, Thriller","['Paul Michael GlaserDr. Peter Ross', 'Susan HoganJenny St. Clair', 'John ColicosInspector Barnes']"
644,Haasil,tt0362696,2003,7.6,"Crime, Drama, Romance","[""Jimmy ShergillAniruddha 'Ani' Sharma"", 'Hrishitaa BhattNiharika Singh', 'Irrfan KhanRanvijay Singh(as Irrfan)']"
645,Hum,tt15434074,1991,6.9,"Action, Comedy, Drama","Amitabh Bachchan, Rajini Kanth, Govinda"
646,Munna Michael,tt6117702,2017,3.4,"Action, Drama, Music","['Tiger ShroffMunna Michael', 'Nidhhi AgerwalDolly Sharma', 'Nawazuddin SiddiquiMahender']"
647,Sharaabi,tt0088099,1984,7.3,"Comedy, Drama, Romance","['Amitabh BachchanVicky Kapoor', 'Jaya PradaMeena(as Jayapradha)', 'Ranjeet BediNatwar(as Ranjeet)']"
648,Photograph,tt7778680,2019,6.8,"Drama, Romance","['Nawazuddin SiddiquiRafi', 'Sanya MalhotraMiloni', 'Sachin KhedekarKanti Bhai']"
649,Tumko Na Bhool Paayenge,tt0310254,2002,5.7,"Action, Romance, Thriller","Pankaj Parashar,Arbaaz khan, Salman Khan"
650,Abhimaan,tt0069671,1973,7.8,"Drama, Musical","['Amitabh BachchanSubir Kumar (Beeru)', 'Jaya BachchanUma Kumar(as Jaya Bhaduri)', 'Govardhan AsraniChandru Kriplani']"
651,Lamhe,tt0102258,1991,7.2,"Drama, Musical, Romance","['Anil KapoorVirendra Pratap Singh', 'SrideviPallavi and Pooja Bhatnagar', 'Anupam KherPrem Anand']"
652,Rascals,tt0110366,2011,3.0,"Action, Comedy, Crime, Drama","Ajay Devgn, Sanjay Dutt, Kangana Ranauut"
653,Pinjar,tt0347779,2003,7.9,Drama,"Urmila Matondkar, Manoj Bajpayee, Sanjay Suri"
654,Freaky Ali,tt5943306,2016,5.0,"Comedy, Sport","['Nawazuddin SiddiquiFreaky Ali', 'Arbaaz KhanMaqsood', 'Amy JacksonMegha']"
655,Sooryavansham,tt0214178,1999,6.3,"Action, Drama","Amitabh Bachchan, Soundarya, Jayasudha"
656,Shool,tt0220757,1999,7.7,"Action, Crime, Drama","['Manoj BajpayeeInspector Samar Pratap Singh(as Manoj Bajpai)', 'Raveena TandonManjari Singh', ""Sayaji ShindeBacchu 'Bhaiyyaji' Yadav""]"
657,Lajja,tt0293342,2001,6.6,"Action, Crime, Drama","['Manisha KoiralaVaidehi', 'Jackie ShroffRaghu', 'Madhuri DixitJanki']"
658,Inkaar,tt2094854,2013,6.1,"Drama, Romance, Thriller","['Arjun RampalRahul Verma', 'Chitrangda SinghMaya Luthra', 'Vipin SharmaGupta']"
659,Sunday,tt0146838,2008,5.5,"Action, Comedy, Mystery, Thriller","Ajay Devgn, Ayesha Takia, Arshad Warsi"
660,Begum Jaan,tt5785116,2017,5.6,"Action, Drama, History","['Amitabh BachchanNarrator', 'Pallavi ShardaGulabo', 'Flora SainiMaina(as Fllora Saini)']"
661,Mastizaade,tt3726012,2016,2.4,Comedy,"['Tusshar KapoorSunny Kele(as Tusshar)', 'Vir DasAditya Chothia', 'Sunny LeoneLaila Leleâ€¦']"
662,Silsila,tt0083081,1981,7.2,"Drama, Family, Romance","['Amitabh BachchanAmit Malhotra', 'RekhaChandni', 'Jaya BachchanShobha Malhotra']"
663,Jaanwar,tt0230347,1999,5.9,"Action, Crime, Drama","Akshay Kumar, Karisma Kapoor, Shilpa Shetty "
664,U Me Aur Hum,tt1039995,2008,5.8,"Drama, Romance","['Ajay DevgnDr. Ajay Mehra', 'KajolPiya', 'Sumeet RaghavanNikhil(as Sumeet Raghvan)']"
665,Sonchiriya,tt8108200,2019,7.9,"Action, Crime, Drama","['Sushant Singh RajputLakhna', 'Bhumi PednekarIndu', 'Ashutosh RanaVirender Singh Gujjar']"
666,Muqaddar Ka Sikandar,tt0079590,1978,7.4,"Drama, Romance","['Amitabh BachchanSikandar', 'Vinod KhannaVishal Anand', 'Rakhee GulzarKaamna']"
667,Traffic,tt0181865,2000,7.6,"Crime, Drama, Thriller","['Michael DouglasRobert Wakefield', 'Benicio Del ToroJavier RodrÃ­guez', 'Catherine Zeta-JonesHelena Ayala']"
668,Dulha Mil Gaya,tt1182884,2010,4.3,"Comedy, Drama, Romance","Sushmita Sen, Fardeen Khan, Ishita Sharma"
669,Jai Gangaajal,tt4979082,2016,5.8,"Crime, Drama","['Priyanka Chopra JonasSP Abha Mathur(as Priyanka Chopra)', 'Prakash JhaB.N. Singh', 'Manav KaulMLA Babloo Pandey']"
670,Trimurti,tt0114726,1999,4.8,"Action, Drama","Jackie Shroff, Anil Kapoor, Shah Rukh Khan"
671,Thackeray,tt7777196,2019,5.4,"Biography, Drama","['Nawazuddin SiddiquiBal Thackeray', 'Amrita RaoMeena Tai Thackeray', 'Vineet SharmaEmmanuel Modak']"
672,Virasat,tt0120456,1997,7.4,"Action, Drama, Musical","['Anil KapoorShakti Thakur', 'TabuGehna', 'Pooja BatraAnita']"
673,Ragini MMS 2,tt2609218,2014,3.9,Horror,"['Sunny LeoneSunny', 'Saahil PremSatya(as Sahil Prem)', 'Parvin DabasRocks']"
674,Lucknow Central,tt5697870,2017,6.2,"Action, Crime, Drama","['Farhan AkhtarKishan Mohan Girhotra', 'Gippy GrewalParminder Singh Gill', 'Diana PentyGayatri Kashyap']"
675,Shree 420,tt0048613,1955,7.9,"Comedy, Crime, Drama, Musical, Romance","Nargis, Raj Kapoor, Nadira"
676,Dosti: Friends Forever,tt0449228,2005,5.3,"Drama, Romance","['Akshay KumarRaj Malhotra', 'Bobby DeolKaran Thapar', 'Kareena KapoorAnjali']"
677,Chandni Bar,tt0267363,2001,7.6,"Crime, Drama","['TabuMumtaz P. Sawant', 'Atul KulkarniPotya Sawant', 'Rajpal Naurang YadavIqbal Chamdi(as Rajpal Yadav)']"
678,LOC: Kargil,tt0347416,2003,5.4,"Action, Drama, History, War","Sanjay Dutt, Ajay Devgn, Saif Ali Khan"
679,Border,tt0118751,1997,7.9,"Action, Drama, History,War,Thriller","Sunny Deol, Suniel Shetty, Akshaye Khanna"
680,Shaan,tt0081491,1980,7.0,"Action, Adventure, Comedy","['Sunil DuttD.S.P. Shiv Kumar (Guest Appearance)', 'Shashi KapoorRavi Kumar', 'Amitabh BachchanVijay Kumar']"
681,Deewangee,tt0337971,2002,6.5,"Crime, Drama, Mystery","['Ajay DevgnTarang Bharadwaj', 'Akshaye KhannaRaj Goyal', 'Urmila MatondkarSargam']"
682,Soldier,tt0120157,1998,6.0,"Action, Drama, Sci-Fi","['Kurt RussellTodd 3465', 'Jason Scott LeeCaine 607', 'Jason IsaacsColonel Mekum']"
683,The Legend of Drona,tt1695360,2012,8.3,"Animation, Action, Adventure","Jayshree Arora, Veer Arya, Abhishek Bachchan"
